"country","continent","term","estimate","std.error","statistic","p.value"
"New Zealand","Oceania","(Intercept)",68.6869230769231,0.436777386840678,157.25842304647,2.65556348872294e-18
"New Zealand","Oceania","I(year - 1952)",0.192820979020979,0.0134525776005923,14.333385373855,5.40732438121311e-08
"Nicaragua","Americas","(Intercept)",43.0451282051282,0.324955384134532,132.464733027188,1.47558360328033e-17
"Nicaragua","Americas","I(year - 1952)",0.55651958041958,0.0100085023939086,55.6046807520665,8.58142576926025e-14
"Niger","Africa","(Intercept)",35.1506666666667,1.18583165276628,29.6422064503574,4.46136483620962e-11
"Niger","Africa","I(year - 1952)",0.34210909090909,0.0365231644556177,9.36690716722576,2.88505103185399e-06
"Nigeria","Africa","(Intercept)",37.8595256410256,0.82540185709255,45.8679918341649,5.84203648410784e-13
"Nigeria","Africa","I(year - 1952)",0.208065734265734,0.0254220636615988,8.18445492999165,9.63842662112053e-06
"Norway","Europe","(Intercept)",72.2146153846154,0.265905999102344,271.579489099156,1.1268368780375e-20
"Norway","Europe","I(year - 1952)",0.131941258741258,0.00818980376539531,16.1104298125866,1.75695477141747e-08
"Oman","Asia","(Intercept)",37.2077435897436,1.27486098394704,29.1857261758426,5.20189837841786e-11
"Oman","Asia","I(year - 1952)",0.772179020979021,0.0392652340373353,19.6657180304795,2.53034579841986e-09
"Pakistan","Asia","(Intercept)",43.7229615384616,0.218801481516028,199.829366947219,2.42107944756556e-19
"Pakistan","Asia","I(year - 1952)",0.405792307692307,0.00673900251684183,60.2154854042818,3.87736267081891e-14
"Panama","Americas","(Intercept)",58.061,0.823779484865523,70.4812405099869,8.06050361453265e-15
"Panama","Americas","I(year - 1952)",0.354209090909091,0.0253720952132801,13.960577080118,6.95728006689162e-08
"Paraguay","Americas","(Intercept)",62.4818333333334,0.212547983110451,293.965778545471,5.10390400757565e-21
"Paraguay","Americas","I(year - 1952)",0.157354545454545,0.0065463971414017,24.0368162908082,3.53321932992588e-10
"Peru","Americas","(Intercept)",44.3476410256411,0.585054765375883,75.8008372039304,3.89851507585034e-15
"Peru","Americas","I(year - 1952)",0.527697902097902,0.0180194645348851,29.2848825266864,5.03023424300031e-11
"Philippines","Asia","(Intercept)",49.4043461538462,0.40154788910977,123.03475499118,3.08679631365401e-17
"Philippines","Asia","I(year - 1952)",0.42046923076923,0.0123675224527446,33.9978546532511,1.14666741335478e-11
"Poland","Europe","(Intercept)",64.7808974358975,0.880358510720451,73.5846778863799,5.24268630004846e-15
"Poland","Europe","I(year - 1952)",0.196218881118881,0.0271147077175236,7.23662165799668,2.80233270285769e-05
"Portugal","Europe","(Intercept)",61.1467948717949,0.618883946053444,98.8017143791197,2.76323435307026e-16
"Portugal","Europe","I(year - 1952)",0.337201398601398,0.0190613904494136,17.6902833765609,7.09790675360369e-09
"Puerto Rico","Americas","(Intercept)",66.9485256410257,0.688940712552319,97.1760333236824,3.26138541448473e-16
"Puerto Rico","Americas","I(year - 1952)",0.210574825174825,0.0212191122458409,9.92382823254536,1.70487604486942e-06
"Reunion","Africa","(Intercept)",53.9975384615385,0.884861376927977,61.0237262801602,3.39449502067112e-14
"Reunion","Africa","I(year - 1952)",0.459880419580419,0.0272533942862582,16.874243800608,1.12237069713876e-08
"Romania","Europe","(Intercept)",63.9621282051282,0.793958593970171,80.5610376799212,2.1221954906281e-15
"Romania","Europe","I(year - 1952)",0.157401398601398,0.0244536231014562,6.43673119309774,7.47322951543411e-05
"Rwanda","Africa","(Intercept)",42.7419487179487,3.5612779800016,12.0018569058542,2.91716085959755e-07
"Rwanda","Africa","I(year - 1952)",-0.0458314685314688,0.10968600899828,-0.417842429951002,0.684892692484912
"Sao Tome and Principe","Africa","(Intercept)",48.5275641025641,0.756998357594167,64.105243579115,2.07647704854195e-14
"Sao Tome and Principe","Africa","I(year - 1952)",0.340682517482517,0.0233152618607773,14.611996190171,4.49644616399307e-08
"Saudi Arabia","Asia","(Intercept)",40.8141153846154,1.13028423017236,36.1096034918504,6.30470994071653e-12
"Saudi Arabia","Asia","I(year - 1952)",0.649623076923077,0.0348123249399488,18.6607208235496,4.22133757171984e-09
"Senegal","Africa","(Intercept)",36.7466666666667,0.506291733111549,72.5800250397739,6.01387478257504e-15
"Senegal","Africa","I(year - 1952)",0.504699999999999,0.0155935930600406,32.3658568013629,1.8677420349625e-11
"Serbia","Europe","(Intercept)",61.5343461538462,0.972853215119965,63.2514188137398,2.37371531778892e-14
"Serbia","Europe","I(year - 1952)",0.255151048951048,0.0299635094780235,8.515392669146,6.78725361458186e-06
"Sierra Leone","Africa","(Intercept)",30.8832051282051,0.447693630661006,68.9829003879439,9.98866540830114e-15
"Sierra Leone","Africa","I(year - 1952)",0.214034965034965,0.0137887937636179,15.5223849674002,2.51507908959085e-08
"Singapore","Asia","(Intercept)",61.8458846153846,0.386576325790451,159.983631922947,2.23649283496309e-18
"Singapore","Asia","I(year - 1952)",0.340886013986014,0.0119064039896022,28.6304760264902,6.29037777110074e-11
"Slovak Republic","Europe","(Intercept)",67.0098717948718,0.705834715426248,94.9370586772642,4.11657077476971e-16
"Slovak Republic","Europe","I(year - 1952)",0.134044055944055,0.021739441117008,6.16593845364242,0.000106079824400236
"Slovenia","Europe","(Intercept)",66.0863461538462,0.38599807694732,171.20900362119,1.13541763006336e-18
"Slovenia","Europe","I(year - 1952)",0.200523776223776,0.0118885941448872,16.8669040073181,1.12711172913561e-08
"Somalia","Africa","(Intercept)",34.6753974358974,1.01171831951337,34.2737664892496,1.0582982921278e-11
"Somalia","Africa","I(year - 1952)",0.229573426573426,0.031160539930056,7.36744058635487,2.40436839589355e-05
"South Africa","Africa","(Intercept)",49.3412820512821,2.57628499903262,19.1521054812683,3.27632267339702e-09
"South Africa","Africa","I(year - 1952)",0.16915944055944,0.0793485993435143,2.13185162635473,0.0588374402613926
"Spain","Europe","(Intercept)",66.4778205128206,0.55017550461738,120.830207733535,3.69813235949079e-17
"Spain","Europe","I(year - 1952)",0.280930769230768,0.0169451965527466,16.5787849291859,1.33175522694897e-08
"Sri Lanka","Asia","(Intercept)",59.7914871794872,0.590587866907487,101.240629091443,2.16576403614945e-16
"Sri Lanka","Asia","I(year - 1952)",0.244894405594405,0.0181898819602565,13.4632212638587,9.83290992704513e-08
"Sudan","Africa","(Intercept)",37.8741923076923,0.349747958495741,108.289959634328,1.10540636350834e-16
"Sudan","Africa","I(year - 1952)",0.382774825174825,0.0107721042665355,35.5338953006564,7.39552932431476e-12
"Swaziland","Africa","(Intercept)",46.387858974359,3.60788103461011,12.8573693337901,1.5227543738646e-07
"Swaziland","Africa","I(year - 1952)",0.0950748251748249,0.111121365377603,0.855594465130535,0.412253000536055
"Sweden","Europe","(Intercept)",71.605,0.11499440545833,622.682466286998,2.80790802971896e-24
"Sweden","Europe","I(year - 1952)",0.166254545454545,0.00354178400638319,46.9409046838859,4.6405834038555e-13
"Switzerland","Europe","(Intercept)",69.453717948718,0.116701436166038,595.140216182963,4.41419385753545e-24
"Switzerland","Europe","I(year - 1952)",0.222231468531468,0.00359435990374851,61.8278287323721,2.97892951766984e-14
"Syria","Asia","(Intercept)",46.1012820512821,0.721970488305514,63.8548012668539,2.15918139186145e-14
"Syria","Asia","I(year - 1952)",0.55435944055944,0.0222364167923606,24.9302504866653,2.46637628567519e-10
"Taiwan","Asia","(Intercept)",61.3374358974359,0.711590159192075,86.197701169838,1.08010634417578e-15
"Taiwan","Asia","I(year - 1952)",0.327244755244755,0.0219167065987347,14.9312924261917,3.65396700756778e-08
"Tanzania","Africa","(Intercept)",43.1084102564103,0.99623951267697,43.2711307952189,1.04355467414024e-12
"Tanzania","Africa","I(year - 1952)",0.174688111888112,0.0306837985592687,5.69317099219918,0.000200178653326035
"Thailand","Asia","(Intercept)",52.6564230769231,0.654270978432845,80.4810618423721,2.14334872521026e-15
"Thailand","Asia","I(year - 1952)",0.347048251748252,0.0201512976045938,17.2221292423937,9.20905008822308e-09
"Togo","Africa","(Intercept)",40.9774615384615,1.2667493270353,32.3485165248639,1.87769088827346e-11
"Togo","Africa","I(year - 1952)",0.382592307692308,0.0390153980857447,9.80618746607375,1.90131506186042e-06
