"country","continent","term","estimate","std.error","statistic","p.value"
"Trinidad and Tobago","Americas","(Intercept)",62.0523076923077,0.897062069869864,69.1728139852236,9.71830276900388e-15
"Trinidad and Tobago","Americas","I(year - 1952)",0.173661538461538,0.0276291709943175,6.28544151749088,9.07791073439145e-05
"Tunisia","Africa","(Intercept)",44.5553076923077,0.84660030865051,52.6285039552246,1.48496603854792e-13
"Tunisia","Africa","I(year - 1952)",0.587843356643356,0.0260749679171478,22.5443558937907,6.63641884682522e-10
"Turkey","Europe","(Intercept)",46.0223205128205,0.622880941459103,73.8862235935698,5.03295439737386e-15
"Turkey","Europe","I(year - 1952)",0.49723986013986,0.0191844963896106,25.9188383182756,1.68085723443782e-10
"Uganda","Africa","(Intercept)",44.275217948718,1.7309708029983,25.5782580919486,1.91511054142699e-10
"Uganda","Africa","I(year - 1952)",0.121586013986014,0.0533132432064028,2.28059683998762,0.0457392779362016
"United Kingdom","Europe","(Intercept)",68.8085256410257,0.240079443421066,286.607319062903,6.57635895699641e-21
"United Kingdom","Europe","I(year - 1952)",0.185965734265734,0.00739435566087805,25.1496875176885,2.26228665886488e-10
"United States","Americas","(Intercept)",68.4138461538462,0.22596946740044,302.757035899059,3.80137741624912e-21
"United States","Americas","I(year - 1952)",0.184169230769231,0.00695977375925317,26.4619565433968,1.36978795973676e-10
"Uruguay","Americas","(Intercept)",65.7416025641026,0.289799387945219,226.852109765428,6.81217193189747e-20
"Uruguay","Americas","I(year - 1952)",0.183272027972027,0.00892571106562177,20.5330451125532,1.65920074387991e-09
"Venezuela","Americas","(Intercept)",57.5133205128205,0.804649772469701,71.4762154673773,7.00797656388885e-15
"Venezuela","Americas","I(year - 1952)",0.329721678321678,0.0247829073380945,13.3043986253725,1.100828599097e-07
"Vietnam","Asia","(Intercept)",39.0100769230769,0.713339045812076,54.6865857856796,1.01308898650992e-13
"Vietnam","Asia","I(year - 1952)",0.671615384615384,0.0219705716422993,30.5688625471329,3.28941194879279e-11
"West Bank and Gaza","Asia","(Intercept)",43.7983974358975,1.07636654855591,40.6909686060561,1.92368618987697e-12
"West Bank and Gaza","Asia","I(year - 1952)",0.601100699300699,0.0331516808273131,18.1318317593557,5.58508868965949e-09
"Yemen, Rep.","Asia","(Intercept)",30.1302820512821,0.861121621422633,34.9895778966794,8.62025302908846e-12
"Yemen, Rep.","Asia","I(year - 1952)",0.60545944055944,0.0265222188344686,22.8283856768642,5.86827352956713e-10
"Zambia","Africa","(Intercept)",47.6580256410256,2.45918609404732,19.3795930110317,2.9197058303202e-09
"Zambia","Africa","I(year - 1952)",-0.0604251748251749,0.0757419975511148,-0.797776356299512,0.443531781639336
"Zimbabwe","Africa","(Intercept)",55.2212435897436,3.91270010500725,14.1133340424109,6.27004859971622e-08
"Zimbabwe","Africa","I(year - 1952)",-0.0930209790209794,0.120509676957373,-0.771896343676062,0.458028982505967
